=== Random forest categorical test | backend=ONNXRuntime ===

Category                                           | Type     | Expected | Pred     | Conf   | Time (ms) | Status
Attack_LFI_chemin_nomgif                           | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.79 | ✅
Attack_SQLi_pjAdminOrders_Controller               | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.96 | ✅
Attack_SQLi_pjAdminOrders_Controller               | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.89 | ✅
Attack_LFI_path_Param                              | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.69 | ✅
Attack_LFI_path_Param                              | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.68 | ✅
Attack_LFI_Render_File                             | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.85 | ✅
Attack_LFI_Render_File                             | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.84 | ✅
Attack_XSS_redirect_to                             | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.83 | ✅
Attack_XSS_redirect_to                             | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.86 | ✅
Attack_LFI_g_file_name                             | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.80 | ✅
Attack_LFI_g_file_name                             | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.80 | ✅
Attack_SQLi_pjAdminOrders_Controller_Duplicate     | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.97 | ✅
Attack_SQLi_pjAdminOrders_Controller_Duplicate     | ENC      | ATTACK   | ATTACK   | 1.0000 |     3.01 | ✅
Attack_LFI_url_Param                               | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.80 | ✅
Attack_LFI_url_Param                               | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.77 | ✅
Attack_XSS_redirect_to_Duplicate                   | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.85 | ✅
Attack_XSS_redirect_to_Duplicate                   | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.79 | ✅
Attack_LFI_sys_dia_data_down                       | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.78 | ✅
Attack_LFI_sys_dia_data_down                       | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.76 | ✅
Attack_XSS_time_begin                              | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.99 | ✅
Attack_XSS_time_begin                              | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.89 | ✅
Attack_RCE_CVE_2020_19625_Probe                    | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.81 | ✅
Attack_RCE_CVE_2020_19625_Probe                    | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.82 | ✅
Attack_CFIDE_Admin_XSS_Path                        | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.91 | ✅
Attack_CFIDE_Admin_XSS_Path                        | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.80 | ✅
Attack_XSS_error_script                            | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.68 | ✅
Attack_XSS_error_script                            | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.84 | ✅
Attack_XSS_time_begin_Duplicate                    | RAW      | ATTACK   | ATTACK   | 1.0000 |     3.45 | ✅
Attack_XSS_time_begin_Duplicate                    | ENC      | ATTACK   | ATTACK   | 1.0000 |     4.52 | ✅
Attack_XSS_dataset_script                          | RAW      | ATTACK   | ATTACK   | 1.0000 |     3.04 | ✅
Attack_XSS_dataset_script                          | ENC      | ATTACK   | ATTACK   | 1.0000 |     3.24 | ✅
Attack_XSS_search_img                              | RAW      | ATTACK   | ATTACK   | 1.0000 |     3.07 | ✅
Attack_XSS_search_img                              | ENC      | ATTACK   | ATTACK   | 1.0000 |     3.00 | ✅
Attack_SQLi_WordPress_Gallery_Union                | RAW      | ATTACK   | ATTACK   | 1.0000 |     3.65 | ✅
Attack_SQLi_WordPress_Gallery_Union                | ENC      | ATTACK   | ATTACK   | 1.0000 |     3.32 | ✅
Attack_DOM_XSS_ed_Javascript                       | RAW      | ATTACK   | ATTACK   | 1.0000 |     3.39 | ✅
Attack_DOM_XSS_ed_Javascript                       | ENC      | ATTACK   | ATTACK   | 1.0000 |     3.13 | ✅
Attack_XSS_search_img_Duplicate                    | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.90 | ✅
Attack_XSS_search_img_Duplicate                    | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.84 | ✅
Attack_XSS_WPDA_Gallery_Index                      | RAW      | ATTACK   | ATTACK   | 1.0000 |     3.35 | ✅
Attack_XSS_WPDA_Gallery_Index                      | ENC      | ATTACK   | ATTACK   | 1.0000 |     3.28 | ✅
Attack_LFI_file_Param                              | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.83 | ✅
Attack_LFI_file_Param                              | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.79 | ✅
Attack_DOM_XSS_ed_Javascript_Duplicate             | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.83 | ✅
Attack_DOM_XSS_ed_Javascript_Duplicate             | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.80 | ✅
Attack_XSS_Jenkins_Label_SVG                       | RAW      | ATTACK   | ATTACK   | 1.0000 |     3.63 | ✅
Attack_XSS_Jenkins_Label_SVG                       | ENC      | ATTACK   | ATTACK   | 1.0000 |     3.51 | ✅
Attack_CFIDE_Wizard_XSS_Path                       | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.84 | ✅
Attack_CFIDE_Wizard_XSS_Path                       | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.84 | ✅
Attack_XSS_WPDA_Gallery_Index_Duplicate            | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.76 | ✅
Attack_XSS_WPDA_Gallery_Index_Duplicate            | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.85 | ✅
Attack_XSS_Jenkins_Label_SVG_Duplicate             | RAW      | ATTACK   | ATTACK   | 1.0000 |     3.53 | ✅
Attack_XSS_Jenkins_Label_SVG_Duplicate             | ENC      | ATTACK   | ATTACK   | 1.0000 |     3.70 | ✅
Attack_XSS_URL_OAST_Img                            | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.92 | ✅
Attack_XSS_URL_OAST_Img                            | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.82 | ✅
Attack_Env_File_Probe_Help_Path                    | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.79 | ✅
Attack_Env_File_Probe_Help_Path                    | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.78 | ✅
Attack_Env_File_Probe_Laravel_Path                 | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.74 | ✅
Attack_Env_File_Probe_Laravel_Path                 | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.70 | ✅
Attack_AWS_Config_File_Probe                       | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.74 | ✅
Attack_AWS_Config_File_Probe                       | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.75 | ✅
Attack_Env_File_Probe_Backend_Path                 | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.77 | ✅
Attack_Env_File_Probe_Backend_Path                 | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.65 | ✅
Attack_Env_File_Probe_App_Path                     | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.63 | ✅
Attack_Env_File_Probe_App_Path                     | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.69 | ✅
Attack_Env_File_Probe_API_Path                     | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.73 | ✅
Attack_Env_File_Probe_API_Path                     | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.74 | ✅
Attack_Env_File_Probe_Admin_Path                   | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.78 | ✅
Attack_Env_File_Probe_Admin_Path                   | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.73 | ✅
Attack_GitLab_CI_File_Probe                        | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.76 | ✅
Attack_GitLab_CI_File_Probe                        | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.77 | ✅
Attack_Git_Config_File_Probe                       | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.77 | ✅
Attack_Git_Config_File_Probe                       | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.72 | ✅
Attack_Env_File_Probe_Production                   | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.73 | ✅
Attack_Env_File_Probe_Production                   | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.73 | ✅
Attack_Env_File_Probe_Staging                      | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.68 | ✅
Attack_Env_File_Probe_Staging                      | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.70 | ✅
Attack_Env_File_Probe_Test                         | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.78 | ✅
Attack_Env_File_Probe_Test                         | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.77 | ✅
Attack_Env_File_Probe_Prod                         | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.77 | ✅
Attack_Env_File_Probe_Prod                         | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.74 | ✅
Attack_Env_File_Probe_Root                         | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.73 | ✅
Attack_Env_File_Probe_Root                         | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.87 | ✅
Attack_AWS_Credentials_File_Probe                  | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.81 | ✅
Attack_AWS_Credentials_File_Probe                  | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.75 | ✅
Attack_Config_JSON_File_Probe                      | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.75 | ✅
Attack_Config_JSON_File_Probe                      | ENC      | ATTACK   | ATTACK   | 1.0000 |     2.77 | ✅
Attack_Env_File_Probe_Local                        | RAW      | ATTACK   | ATTACK   | 1.0000 |     2.83 | ✅
Attack_Env_File_Probe_Local                        | ENC      | ATTACK   | ATTACK   | 1.0000 |     3.33 | ✅
Attack_Analyzer_Combined_XSS_SQLi_HTML             | RAW      | ATTACK   | ATTACK   | 1.0000 |     3.85 | ✅
Attack_Analyzer_Combined_XSS_SQLi_HTML             | ENC      | ATTACK   | ATTACK   | 1.0000 |     3.97 | ✅
Homepage Access                                    | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.86 | ✅
Homepage Access                                    | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.85 | ✅
Static Asset (CSS)                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.92 | ✅
Static Asset (CSS)                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Static Asset (JS)                                  | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
Static Asset (JS)                                  | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
Static Asset (Image)                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.25 | ✅
Static Asset (Image)                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.13 | ✅
Static Asset (Favicon)                             | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.15 | ✅
Static Asset (Favicon)                             | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.93 | ✅
Robots.txt                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
Robots.txt                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
Sitemap                                            | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.06 | ✅
Sitemap                                            | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.92 | ✅
Health Check                                       | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
Health Check                                       | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
API Ping                                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.74 | ✅
API Ping                                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.71 | ✅
Login Page Load                                    | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.72 | ✅
Login Page Load                                    | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.94 | ✅
Search Query (Simple)                              | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.93 | ✅
Search Query (Simple)                              | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
Search Query (Spaces)                              | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
Search Query (Spaces)                              | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
Search Query (Symbols)                             | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.73 | ✅
Search Query (Symbols)                             | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
Search Query (Quote)                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
Search Query (Quote)                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.74 | ✅
Search Query (Math)                                | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.75 | ✅
Search Query (Math)                                | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.76 | ✅
API GET (List Products)                            | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.43 | ✅
API GET (List Products)                            | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.95 | ✅
API GET (Single Product)                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
API GET (Single Product)                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.81 | ✅
API POST (Login)                                   | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.95 | ✅
API POST (Login)                                   | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.04 | ✅
API POST (Submit Order)                            | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.88 | ✅
API POST (Submit Order)                            | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.78 | ✅
API PUT (Update Profile)                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.99 | ✅
API PUT (Update Profile)                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.60 | ✅
API PATCH (Update Setting)                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.02 | ✅
API PATCH (Update Setting)                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.25 | ✅
API DELETE (Remove Item)                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.01 | ✅
API DELETE (Remove Item)                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.88 | ✅
Form Submit (Contact Us)                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
Form Submit (Contact Us)                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
Form Submit (Signup)                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.85 | ✅
Form Submit (Signup)                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
OAuth Auth Flow                                    | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
OAuth Auth Flow                                    | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
Analytics Event                                    | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
Analytics Event                                    | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.02 | ✅
Error Logging                                      | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.92 | ✅
Error Logging                                      | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
User Profile View                                  | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.78 | ✅
User Profile View                                  | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
Dashboard Page                                     | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
Dashboard Page                                     | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
Settings Navigation                                | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.29 | ✅
Settings Navigation                                | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.93 | ✅
Password Reset Request                             | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.88 | ✅
Password Reset Request                             | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
Newsletter Subscription                            | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Newsletter Subscription                            | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.78 | ✅
Cart Add Item                                      | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
Cart Add Item                                      | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.44 | ✅
Checkout Page                                      | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.22 | ✅
Checkout Page                                      | ENC      | NORMAL   | NORMAL   | 1.0000 |     4.41 | ✅
Order Success                                      | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.24 | ✅
Order Success                                      | ENC      | NORMAL   | NORMAL   | 1.0000 |     4.09 | ✅
Webhook (GitHub)                                   | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.67 | ✅
Webhook (GitHub)                                   | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.47 | ✅
Webhook (Stripe)                                   | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.29 | ✅
Webhook (Stripe)                                   | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.47 | ✅
HEAD Request (CDN)                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.95 | ✅
HEAD Request (CDN)                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.85 | ✅
OPTIONS Preflight (CORS)                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.12 | ✅
OPTIONS Preflight (CORS)                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.99 | ✅
Font Loading                                       | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.94 | ✅
Font Loading                                       | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.94 | ✅
Manifest Loading                                   | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.20 | ✅
Manifest Loading                                   | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
i18n Localization                                  | RAW      | NORMAL   | NORMAL   | 1.0000 |     5.72 | ✅
i18n Localization                                  | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.17 | ✅
GraphQL Query (User)                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.17 | ✅
GraphQL Query (User)                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.92 | ✅
Documentation Access                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.99 | ✅
Documentation Access                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.34 | ✅
Blog Article                                       | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
Blog Article                                       | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.97 | ✅
Comment Submission                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
Comment Submission                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.29 | ✅
Video Fragment                                     | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.89 | ✅
Video Fragment                                     | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.32 | ✅
Map Tile Request                                   | RAW      | NORMAL   | NORMAL   | 1.0000 |     4.41 | ✅
Map Tile Request                                   | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.61 | ✅
Admin Statistics                                   | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.44 | ✅
Admin Statistics                                   | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.72 | ✅
File Download (PDF)                                | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.62 | ✅
File Download (PDF)                                | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.87 | ✅
User Login (Multi-factor Auth Step)                | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
User Login (Multi-factor Auth Step)                | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.78 | ✅
File Upload (Profile Picture JPEG)                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     6.66 | ✅
File Upload (Profile Picture JPEG)                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.49 | ✅
File Upload (Document PDF)                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.06 | ✅
File Upload (Document PDF)                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     4.23 | ✅
Search (Autocomplete API)                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     6.41 | ✅
Search (Autocomplete API)                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.80 | ✅
Search (Filter by Category)                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     5.25 | ✅
Search (Filter by Category)                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     4.39 | ✅
Search (Sort by Price)                             | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.02 | ✅
Search (Sort by Price)                             | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.92 | ✅
API POST (Create Comment)                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.19 | ✅
API POST (Create Comment)                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
API PUT (Update Avatar)                            | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.90 | ✅
API PUT (Update Avatar)                            | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
API GET (Paginated Users List)                     | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
API GET (Paginated Users List)                     | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
API GET (CSV Export Request)                       | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
API GET (CSV Export Request)                       | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
Password Change (Current/New Password)             | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.87 | ✅
Password Change (Current/New Password)             | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.85 | ✅
Two-Factor Secret Setup                            | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
Two-Factor Secret Setup                            | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.78 | ✅
Newsletter Unsubscribe Link                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
Newsletter Unsubscribe Link                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
Email Verification Link Click                      | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
Email Verification Link Click                      | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Invite Team Member Submit                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
Invite Team Member Submit                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
Project Creation (JSON naming)                     | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
Project Creation (JSON naming)                     | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
Billing Address Update                             | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.86 | ✅
Billing Address Update                             | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
Credit Card Tokenization (Stripe/Internal)         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Credit Card Tokenization (Stripe/Internal)         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
Order History Search                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
Order History Search                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
Knowledge Base Search                              | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
Knowledge Base Search                              | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
API POST (Log Frontend Error)                      | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
API POST (Log Frontend Error)                      | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
API POST (Metric Tracking)                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
API POST (Metric Tracking)                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
WebSocket Handshake (Normal)                       | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
WebSocket Handshake (Normal)                       | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
WebSocket Heartbeat (Ping)                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.23 | ✅
WebSocket Heartbeat (Ping)                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.14 | ✅
Resource Loading (SVG Icon)                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
Resource Loading (SVG Icon)                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.93 | ✅
Resource Loading (WebP Image)                      | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.94 | ✅
Resource Loading (WebP Image)                      | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.04 | ✅
Resource Loading (JSON Config)                     | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.24 | ✅
Resource Loading (JSON Config)                     | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.19 | ✅
i18n Change (Language Toggle)                      | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
i18n Change (Language Toggle)                      | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
Dark Mode Theme Toggle                             | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
Dark Mode Theme Toggle                             | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.78 | ✅
User Notification Dismiss                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.78 | ✅
User Notification Dismiss                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.74 | ✅
In-App Message Read Receipt                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.70 | ✅
In-App Message Read Receipt                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Video Playback Progress Sync                       | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.93 | ✅
Video Playback Progress Sync                       | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.98 | ✅
Audio Stream Fragment Load                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.86 | ✅
Audio Stream Fragment Load                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Map Zoom/Pan Coordinates                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
Map Zoom/Pan Coordinates                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.78 | ✅
Dashboard Widget Refresh                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.74 | ✅
Dashboard Widget Refresh                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.75 | ✅
Report Generation (Polling status)                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.11 | ✅
Report Generation (Polling status)                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.10 | ✅
Terms of Service Acceptance                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.94 | ✅
Terms of Service Acceptance                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.88 | ✅
GDPR Consent Modal Submit                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.93 | ✅
GDPR Consent Modal Submit                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.87 | ✅
Site Search (Complex query with AND, OR)           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
Site Search (Complex query with AND, OR)           | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.51 | ✅
Product Review Submit (Text + Star rating)         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.16 | ✅
