method,url,headers,body,user_agent,label
PUT,/search,Host: example.com; Accept: */*,input=' OR 'x'='x,curl/7.68.0,1
GET,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/login,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nikto/2.1.6,1
PUT,/login,Host: example.com; Accept: */*,input=admin'--,Nikto/2.1.6,1
GET,/login?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
POST,/profile,Host: example.com; Accept: */*,username=user230&password=pass730,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/admin?q=http://127.0.0.1:8080/admin,Host: example.com; Accept: */*,,Nikto/2.1.6,1
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/search?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,curl/7.68.0,1
GET,/login?q=http://127.0.0.1:8080/admin,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
DELETE,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nmap Scripting Engine,1
DELETE,/admin,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nikto/2.1.6,1
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/login,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nikto/2.1.6,1
GET,/admin?q=&& whoami,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
POST,/checkout,Host: example.com; Accept: */*,username=user430&password=pass921,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/admin,Host: example.com; Accept: */*,input=' OR 'x'='x,curl/7.68.0,1
DELETE,/search,Host: example.com; Accept: */*,input=../../../../etc/passwd,sqlmap/1.5.2,1
GET,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/index.php,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
GET,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/api/v1/orders,Host: example.com; Accept: */*,username=user419&password=pass871,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/index.php,Host: example.com; Accept: */*,input=; ls -la,Nikto/2.1.6,1
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=' OR 1=1--,Nmap Scripting Engine,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,sqlmap/1.5.2,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=; ls -la,Nikto/2.1.6,1
POST,/login,Host: example.com; Accept: */*,input=<script>alert(1)</script>,sqlmap/1.5.2,1
PUT,/login,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nikto/2.1.6,1
DELETE,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/login,Host: example.com; Accept: */*,input=| cat /etc/passwd,sqlmap/1.5.2,1
GET,/search?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,Nikto/2.1.6,1
GET,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/admin?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,curl/7.68.0,1
PUT,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/home,Host: example.com; Accept: */*,username=user919&password=pass496,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/admin?q=http://127.0.0.1:8080/admin,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/index.php,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
POST,/admin,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,sqlmap/1.5.2,1
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/api/v1/users,Host: example.com; Accept: */*,input=&& whoami,sqlmap/1.5.2,1
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/admin,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,sqlmap/1.5.2,1
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/login,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nmap Scripting Engine,1
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/api/v1/orders,Host: example.com; Accept: */*,username=user28&password=pass670,Mozilla/5.0 (Linux; Android 11),0
GET,/search?q=&& whoami,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/search,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
GET,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
PUT,/index.php,Host: example.com; Accept: */*,input=admin'--,Nmap Scripting Engine,1
POST,/home,Host: example.com; Accept: */*,username=user317&password=pass781,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/login,Host: example.com; Accept: */*,input=' OR 1=1--,sqlmap/1.5.2,1
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/admin,Host: example.com; Accept: */*,input=admin'--,Nikto/2.1.6,1
GET,/api/v1/users?q=http://127.0.0.1:8080/admin,Host: example.com; Accept: */*,,Nikto/2.1.6,1
PUT,/admin,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",curl/7.68.0,1
GET,"/api/v1/users?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,Nmap Scripting Engine,1
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=| cat /etc/passwd,sqlmap/1.5.2,1
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/api/v1/users,Host: example.com; Accept: */*,input=' OR 1=1--,curl/7.68.0,1
POST,/products,Host: example.com; Accept: */*,username=user125&password=pass756,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/admin,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
DELETE,/index.php,Host: example.com; Accept: */*,input=<script>alert(1)</script>,sqlmap/1.5.2,1
POST,/admin,Host: example.com; Accept: */*,input=<script>alert(1)</script>,sqlmap/1.5.2,1
PUT,/search,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nmap Scripting Engine,1
GET,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/login,Host: example.com; Accept: */*,input=' OR 1=1--,Nmap Scripting Engine,1
DELETE,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/index.php,Host: example.com; Accept: */*,input=' OR 1=1--,Nikto/2.1.6,1
POST,/api/v1/users,Host: example.com; Accept: */*,username=user460&password=pass967,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/search,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=../../../../etc/passwd,curl/7.68.0,1
POST,/api/v1/users,Host: example.com; Accept: */*,username=user367&password=pass193,Mozilla/5.0 (Linux; Android 11),0
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/admin,Host: example.com; Accept: */*,input=..\..\..\windows\system32,Nikto/2.1.6,1
POST,/login,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nikto/2.1.6,1
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/search,Host: example.com; Accept: */*,input=admin'--,Nmap Scripting Engine,1
DELETE,/login,Host: example.com; Accept: */*,input=' OR 1=1--,curl/7.68.0,1
PUT,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/index.php,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,sqlmap/1.5.2,1
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/admin,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nikto/2.1.6,1
PUT,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/login,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/home,Host: example.com; Accept: */*,username=user808&password=pass238,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/search,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/search,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nikto/2.1.6,1
DELETE,/index.php,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nikto/2.1.6,1
DELETE,/index.php,Host: example.com; Accept: */*,input=; ls -la,sqlmap/1.5.2,1
POST,/login,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nmap Scripting Engine,1
GET,/admin?q=| cat /etc/passwd,Host: example.com; Accept: */*,,curl/7.68.0,1
GET,/admin?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
PUT,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/admin?q=' OR 1=1--,Host: example.com; Accept: */*,,Nikto/2.1.6,1
DELETE,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/products?id=123,Host: example.com; Accept: */*,username=user376&password=pass394,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/admin?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,Nikto/2.1.6,1
PUT,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/checkout,Host: example.com; Accept: */*,username=user456&password=pass89,Mozilla/5.0 (Linux; Android 11),0
DELETE,/index.php,Host: example.com; Accept: */*,input=..\..\..\windows\system32,Nmap Scripting Engine,1
POST,/admin,Host: example.com; Accept: */*,input=admin'--,curl/7.68.0,1
PUT,/admin,Host: example.com; Accept: */*,input=<script>alert(1)</script>,sqlmap/1.5.2,1
POST,/checkout,Host: example.com; Accept: */*,username=user674&password=pass477,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/login,Host: example.com; Accept: */*,input=' OR 1=1--,curl/7.68.0,1
POST,/login,Host: example.com; Accept: */*,username=user361&password=pass460,Mozilla/5.0 (Linux; Android 11),0
DELETE,/index.php,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nikto/2.1.6,1
PUT,/login,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nikto/2.1.6,1
PUT,/admin,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
GET,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/profile,Host: example.com; Accept: */*,username=user673&password=pass131,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/admin,Host: example.com; Accept: */*,input=' OR 1=1--,sqlmap/1.5.2,1
POST,/blog/article-1,Host: example.com; Accept: */*,username=user717&password=pass755,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/index.php,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/login,Host: example.com; Accept: */*,input=; ls -la,sqlmap/1.5.2,1
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/index.php,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nmap Scripting Engine,1
GET,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/checkout,Host: example.com; Accept: */*,username=user29&password=pass965,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/index.php,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nmap Scripting Engine,1
POST,/checkout,Host: example.com; Accept: */*,username=user508&password=pass789,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/home,Host: example.com; Accept: */*,username=user451&password=pass167,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/search,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
PUT,/admin,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,curl/7.68.0,1
PUT,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/index.php,Host: example.com; Accept: */*,input=' OR 1=1--,Nikto/2.1.6,1
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=<script>alert(1)</script>,sqlmap/1.5.2,1
POST,/blog/article-1,Host: example.com; Accept: */*,username=user839&password=pass446,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/api/v1/users?q=' OR 1=1--,Host: example.com; Accept: */*,,curl/7.68.0,1
POST,/admin,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nikto/2.1.6,1
GET,/index.php?q=' OR 'x'='x,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
PUT,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/index.php,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nmap Scripting Engine,1
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/search,Host: example.com; Accept: */*,input=' OR 1=1--,Nikto/2.1.6,1
PUT,/admin,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/products?id=123,Host: example.com; Accept: */*,username=user165&password=pass119,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search,Host: example.com; Accept: */*,input=; ls -la,Nmap Scripting Engine,1
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/index.php?q=&& whoami,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
PUT,/login,Host: example.com; Accept: */*,input=' OR 'x'='x,curl/7.68.0,1
GET,/index.php?q=| cat /etc/passwd,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
PUT,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/index.php?q=' OR 'x'='x,Host: example.com; Accept: */*,,curl/7.68.0,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=..\..\..\windows\system32,sqlmap/1.5.2,1
GET,/login?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,curl/7.68.0,1
PUT,/admin,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
PUT,/search,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nmap Scripting Engine,1
PUT,/admin,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",sqlmap/1.5.2,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=..\..\..\windows\system32,sqlmap/1.5.2,1
GET,/admin?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/index.php,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",curl/7.68.0,1
GET,"/api/v1/users?q="" onmouseover=alert(1) """,Host: example.com; Accept: */*,,curl/7.68.0,1
DELETE,/search,Host: example.com; Accept: */*,input=&& whoami,Nikto/2.1.6,1
PUT,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/search,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
PUT,/index.php,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/admin?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,input=' OR 1=1--,sqlmap/1.5.2,1
DELETE,/admin,Host: example.com; Accept: */*,input=admin'--,Nikto/2.1.6,1
DELETE,/login,Host: example.com; Accept: */*,input=&& whoami,curl/7.68.0,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=; ls -la,Nmap Scripting Engine,1
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/index.php?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,curl/7.68.0,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
POST,/admin,Host: example.com; Accept: */*,input=; ls -la,Nikto/2.1.6,1
PUT,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=; ls -la,Nmap Scripting Engine,1
GET,/search?q=&& whoami,Host: example.com; Accept: */*,,Nikto/2.1.6,1
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/index.php,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
PUT,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/cart,Host: example.com; Accept: */*,username=user437&password=pass116,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/api/v1/users?q=admin'--,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
DELETE,/index.php,Host: example.com; Accept: */*,input=admin'--,curl/7.68.0,1
POST,/api/v1/users,Host: example.com; Accept: */*,username=user766&password=pass855,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/search,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nmap Scripting Engine,1
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/checkout,Host: example.com; Accept: */*,username=user195&password=pass447,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/search?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,curl/7.68.0,1
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/search,Host: example.com; Accept: */*,input=admin'--,sqlmap/1.5.2,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=..\..\..\windows\system32,sqlmap/1.5.2,1
POST,/search,Host: example.com; Accept: */*,input=' OR 'x'='x,Nikto/2.1.6,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nmap Scripting Engine,1
DELETE,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/,Host: example.com; Accept: */*,username=user16&password=pass464,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/cart,Host: example.com; Accept: */*,username=user551&password=pass98,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/index.php,Host: example.com; Accept: */*,input=; ls -la,sqlmap/1.5.2,1
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/admin,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,"/api/v1/users?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,Nmap Scripting Engine,1
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/,Host: example.com; Accept: */*,username=user138&password=pass698,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=&& whoami,Nikto/2.1.6,1
POST,/,Host: example.com; Accept: */*,username=user610&password=pass262,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/admin,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nmap Scripting Engine,1
PUT,/login,Host: example.com; Accept: */*,input=..\..\..\windows\system32,curl/7.68.0,1
