method,url,headers,body,label
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: nv7h7QtfLGWg","ref=' UNION SELECT NULL,NULL --",1
PUT,/docs?search=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: VpqYZF658nSB",,0
POST,/product,"User-Agent: Mozilla/5.0
X-Request-ID: E2uyKb3pfV4b",search=$(whoami),1
PUT,/search?query=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: GGnrNKcA0Z38",,0
POST,/images,"User-Agent: Mozilla/5.0
X-Request-ID: U1Mj3im90FfE",id=<svg/onload=alert(1)>,1
PUT,/login?lang=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: SaDnG6pAxXQE",,0
POST,/docs?q=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: K2YI6fIIcKHj",,0
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: KPVBCp7uWGz9",lang=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,1
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: hH2F231noHjq",ref=%253B%2520ls%2520-la,1
GET,/blog?q=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: fZ2R8kVvVbU6",,0
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: vUVhPtDE3oM9",id=....//....//etc/passwd,1
PUT,/images?page=$(whoami),"User-Agent: Mozilla/5.0
X-Request-ID: bV0JnIc1tNPZ",,1
POST,/images?file=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: Ge6NBjNdaGoi",,0
PUT,/images?lang=%2526%2526%2520cat%2520/etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: FzOQB8i3BVsd",,1
GET,/docs?query=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: ynBENix7Vaqe",,0
PUT,/product?search=%3B%20ls%20-la,"User-Agent: Mozilla/5.0
X-Request-ID: Pz9x0ZCsLE4v",,1
GET,/login?lang=%253Cscript%253Ealert%25281%2529%253C/script%253E,"User-Agent: Mozilla/5.0
X-Request-ID: oXN4xA8XWMRd",,1
PUT,/images?lang=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: eLY0UKeSlkKa",,0
GET,/images?lang=1 OR TRUE,"User-Agent: Mozilla/5.0
X-Request-ID: Ctmn2ayv3qPW",,1
GET,/api/user?search=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: wvoiM1CD43j5",,0
POST,/login,"User-Agent: Mozilla/5.0
X-Request-ID: cl6MMlLzREqB",search=; ls -la,1
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: wpsJgiplxTsk",file=/etc/shadow,1
POST,/checkout?file=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: SfW2nYm4rxtg",,1
PUT,/search?search=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: uVuvkW0eL3Xx",,1
GET,/checkout?username=' OR 1=1 --,"User-Agent: Mozilla/5.0
X-Request-ID: 1ucjRncc0J3v",,1
POST,/docs?lang=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: cZ3ElLHMcLIl",,0
POST,/product?page=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: 3FMrHhYQCrXp",,0
PUT,/api/user?file=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: IGfOqY9h30YL",,0
GET,/docs?q=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: xHoPwcZ9oUJX",,0
PUT,/login?file=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: kspeo1GDxzxz",,0
POST,/product,"User-Agent: Mozilla/5.0
X-Request-ID: 5ETKS5Vyopk0",page=%3Cscript%3Ealert%281%29%3C/script%3E,1
GET,/api/user?username=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: r28kf5Oonla6",,0
GET,/blog?username=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: weO8Og77Q8UF",,0
PUT,/search?ref=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: qtyeZrKn8enA",,0
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: LnCedyCUmJeZ",q=%2527%2520OR%25201%253D1%2520--,1
POST,/checkout?q=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: kjBp5QHnVjZo",,0
PUT,/search?ref=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: iJM2iWKGm35j",,0
GET,/checkout?page=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: 4bx42yeHgFyE",,0
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: cWlT9iMEWHk7",username=<svg/onload=alert(1)>,1
PUT,/search?ref=%253Csvg/onload%253Dalert%25281%2529%253E,"User-Agent: Mozilla/5.0
X-Request-ID: YkPh6AISLPLM",,1
PUT,/api/user?search=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: 7yYf4q3Lhmqw",,0
POST,/images?ref=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: hbfplHTlov4w",,0
POST,/checkout?ref=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: pw8r3eg2qmEF",,0
POST,/docs?q=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: xW5fo7IQ39h0",,0
POST,/search?search=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: poLxrr51uiHb",,0
PUT,/api/user?query=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: UIOxaW8opOX1",,0
GET,/blog?query=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: fanHcszGscTZ",,0
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: EQCyTamqbAd9",id=../../etc/passwd,1
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: V6beLFsbG8py",q=/etc/shadow,1
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: mXaiI3rga456",lang=alert%28String.fromCharCode%2888%2C83%2C83%29%29,1
POST,/images,"User-Agent: Mozilla/5.0
X-Request-ID: 0lpYoMIPbzPH",search=/etc/shadow,1
POST,/docs?ref=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: 9K16oZ0FebWY",,0
PUT,/checkout?lang=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: WxyjX3X0FpOm",,0
GET,/checkout?lang=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: NHJUZZkiugaE",,0
PUT,/images?ref=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: OQI0O4R9rYU9",,0
POST,/blog?lang=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: JcuGUf34fKTp",,0
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: zNg4ZijmgLUN",page=/etc/shadow,1
PUT,"/search?id=alert(String.fromCharCode(88,83,83))","User-Agent: Mozilla/5.0
X-Request-ID: kg494OydmUdo",,1
PUT,/blog?lang=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: dTmXGeaDFW0y",,0
GET,"/login?id=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/5.0
X-Request-ID: XVYQQ7KyWYP9",,1
PUT,/checkout?ref=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: Ni0X6CebMRiB",,0
POST,/api/user?id=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: aXmNAhsFonol",,0
PUT,/search?id=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: EfE9eqfVkksr",,0
GET,/product?id=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: VGT9nS4PRSAa",,0
POST,/login?q=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,"User-Agent: Mozilla/5.0
X-Request-ID: h9L5dw0Tu6AS",,1
GET,/search?file=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: yCbe3L6TfjZD",,0
PUT,/images?username=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: huubUMiXWkvB",,1
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: 5QA7qIXhLX1j",q=%26%26%20cat%20/etc/passwd,1
POST,/product?username=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: 2Lkm046x5uPz",,0
POST,/docs?ref=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: WL3VvP7cdBIl",,0
GET,/checkout?ref=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: 3ziZBxJol1GY",,0
POST,/product,"User-Agent: Mozilla/5.0
X-Request-ID: ttLNaQNct4Gv",q=%253Csvg/onload%253Dalert%25281%2529%253E,1
PUT,/search?file=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: J8JPI8rGlJQ8",,0
PUT,/product?lang=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: ESOEDYImfZha",,1
PUT,/docs?ref=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: F3kNLOkI0Htv",,0
GET,/login?file=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: oeuJm7QrKN5G",,0
GET,/docs?lang=%2527%2520UNION%2520SELECT%2520NULL%252CNULL%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: 7Gd7xpot3lS6",,1
PUT,/search?search=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: v8uDPOLzyJgv",,0
GET,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: HIGDSPVLWtsQ",q=1%2520OR%2520TRUE,1
PUT,/images?id=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: f6XJkMomuoto",,0
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: NWqE8Jjs0g5b",ref=%2527%2520AND%2520SLEEP%25285%2529--,1
POST,/docs?page=%2527%2520AND%2520SLEEP%25285%2529--,"User-Agent: Mozilla/5.0
X-Request-ID: sSVT5fKN8k1k",,1
GET,/docs?ref=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: PclCp711yhAh",,0
POST,/login?search=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: vFQqXkmtNNMv",,0
GET,/docs?page=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: Kw2Vq4NsX7MI",,0
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: hK3G8CSD11Pt",lang=<script>alert(1)</script>,1
GET,/images?q=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: vkrEYJpdWflC",,0
PUT,/blog?lang=%2527%2520OR%25201%253D1%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: Tq1fVmsn4LkM",,1
PUT,/login?username='; DROP TABLE users; --,"User-Agent: Mozilla/5.0
X-Request-ID: vLS8jYHTAtCk",,1
POST,/blog?query=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: vUKrOu3evLc3",,0
GET,/docs?file=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: 3MRJyvmDWRXC",,0
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: Q6CLFexrKl5d",username=/etc/shadow,1
POST,/api/user?search=%2527%2520OR%25201%253D1%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: EJbRvLjo80gt",,1
POST,/product?id=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: YwkNIbFDZkTK",,0
GET,/checkout?q=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: oMrpXCONcQL0",,0
PUT,/search,"User-Agent: Mozilla/5.0
X-Request-ID: Ze8CMg0Ufmxs",query=$(whoami),1
POST,/blog?lang=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: ovY7VT2woxpp",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: d2Q51vQYfBZZ",lang=<script>alert(1)</script>,1
GET,/images,"User-Agent: Mozilla/5.0
X-Request-ID: aZdeg18UBE4r",username=<svg/onload=alert(1)>,1
POST,/blog?lang=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: 8cBoleHXW0C4",,0
PUT,/images?file=alert%28String.fromCharCode%2888%2C83%2C83%29%29,"User-Agent: Mozilla/5.0
X-Request-ID: hc1crJQpP4RN",,1
PUT,/search?q=%2526%2526%2520cat%2520/etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: QNYW4yzQfN80",,1
POST,/search?id=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: h12brMXWBTtM",,1
GET,/product?query=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: MMfWoZyspDeL",,0
POST,/api/user?username=%253Cimg%2520src%253Dx%2520onerror%253Dalert%25281%2529%253E,"User-Agent: Mozilla/5.0
X-Request-ID: rrUQBD1E7skZ",,1
POST,/search?username=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: PXoiPE0vJK5R",,0
PUT,"/docs?page=alert(String.fromCharCode(88,83,83))","User-Agent: Mozilla/5.0
X-Request-ID: Zub6IGcj2gcJ",,1
GET,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: QMx8987m7wiU",page=../../etc/passwd,1
GET,/images?q=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: vh8wDx7XujMS",,0
PUT,/api/user?search=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: T35q6z1ASPM2",,0
PUT,/search?file=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: TeybeJub577o",,0
PUT,/docs?ref=%24%28whoami%29,"User-Agent: Mozilla/5.0
X-Request-ID: 0799maxLx5YM",,1
GET,/login?query=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: obO1SHJQ7zBa",,0
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: QWJCH9bcrrmU",search=1 OR TRUE,1
POST,/images?username=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: n3JowLVBl73k",,0
PUT,/blog?query=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: T2OLu6chal3y",,0
PUT,/checkout?file=%2527%2520UNION%2520SELECT%2520NULL%252CNULL%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: QWVUNDob9QQg",,1
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: ZAzFsrNbhCje",ref=%3B%20ls%20-la,1
POST,/product?file=%3Cscript%3Ealert%281%29%3C/script%3E,"User-Agent: Mozilla/5.0
X-Request-ID: hd8vvm6zxswF",,1
GET,/blog?q=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: szaYutAFZ4Wx",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: KYfSGOKa3zbm",ref=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
POST,/product?file=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/5.0
X-Request-ID: Jvxaxv026gKO",,1
POST,/checkout?search=....//....//etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: RNIyjK9UtyA3",,1
POST,/blog?query=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: si920ETaCHQZ",,0
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: ec2wFT3imFT0",id=%3Csvg/onload%3Dalert%281%29%3E,1
GET,/api/user?id=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: uEEE4kiUde8t",,0
GET,/docs?q=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: 9CILwWqungev",,0
POST,/checkout?file=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: f9XpMdP1MvSy",,0
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: wapOYuvUC8bk",page=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,1
POST,/docs?username=<svg/onload=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: VWbOqadr2UUc",,1
POST,/login?username=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: 1iaaPN5r3UUz",,0
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: VkCTCmHoOd9Z",query=%253Cimg%2520src%253Dx%2520onerror%253Dalert%25281%2529%253E,1
PUT,"/blog?file=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/5.0
X-Request-ID: FFhmgsCCpLXR",,1
GET,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: TP70BhirCyM9",lang=alert%28String.fromCharCode%2888%2C83%2C83%29%29,1
GET,/search?file=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: wzuRQFCEI2Jl",,0
GET,/api/user?username=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: SV3ePmMBnaVv",,0
POST,/search?username=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: DDmpOhLy1HOq",,0
PUT,/blog?page=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: 2cbUJuPEC65L",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: mcfVmju69lQz",id=; ls -la,1
POST,/login?file=<script>alert(1)</script>,"User-Agent: Mozilla/5.0
X-Request-ID: kM7HJURyec0a",,1
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: Us1NX5SWXyN8",username=%3B%20ls%20-la,1
GET,/product?page=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: vpAqHFNzCA5n",,0
PUT,/api/user?ref=%2527%2520AND%2520SLEEP%25285%2529--,"User-Agent: Mozilla/5.0
X-Request-ID: 6ZMKNaOs3QTn",,1
PUT,/checkout?query=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: bwxZMdZAsyH5",,0
GET,/login?ref=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: Sn5FHaL9eoTl",,0
GET,/images?lang=%27%20UNION%20SELECT%20NULL%2CNULL%20--,"User-Agent: Mozilla/5.0
X-Request-ID: u54ILn9hGhAW",,1
PUT,/login?lang=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: e86uAf942QMm",,0
GET,/search?page=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: mSKfOa5OR92s",,0
PUT,/images?ref=1%20OR%20TRUE,"User-Agent: Mozilla/5.0
X-Request-ID: hPzL0oUfDvC1",,1
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: 5x5MNnjZWWZN",username='; DROP TABLE users; --,1
POST,/blog?id=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: GEQXUkSHaKH6",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: ZulfIqYrXMQ8",lang=../../etc/passwd,1
PUT,/login?query=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: sD92Xzi9j6c6",,0
GET,/api/user?username=<svg/onload=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: 1aMCtHI4lZg2",,1
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: sVSAgN1VE0gf",query=../../etc/passwd,1
PUT,/checkout?lang=%3Csvg/onload%3Dalert%281%29%3E,"User-Agent: Mozilla/5.0
X-Request-ID: KE1ruyjoRqSj",,1
PUT,/checkout?file=%2526%2526%2520cat%2520/etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: cyP41yxm4xkD",,1
GET,/checkout?ref=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: lQnHu4Bfkvp8",,0
PUT,/docs?id=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: X2VUN0RCA255",,0
POST,/login?search=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: zbE3SosYN5A2",,0
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: b5pONXTFUwCU",search=%26%26%20cat%20/etc/passwd,1
POST,/api/user?search=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: SiTYnJrx8ZxD",,0
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: QlayqmxeUGEy",id=....//....//etc/passwd,1
PUT,/blog?q=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: 5IW2VOyOyjB1",,0
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: Qmc08tehBqOA",query=' OR 1=1 --,1
GET,/search?lang=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: YnCu31Bchnvk",,0
PUT,"/product?id=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/5.0
X-Request-ID: WuECWKXLzHl7",,1
PUT,/docs?ref=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: fPk7I5HYoKw0",,0
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: TDcsiH02eXzi",query=%2527%253B%2520DROP%2520TABLE%2520users%253B%2520--,1
GET,/search?search=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: KNrkGKRuEq8P",,0
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: Sr1p6kjxrIjT",search=<script>alert(1)</script>,1
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: EAbha1coaDFx",ref=%2527%2520UNION%2520SELECT%2520NULL%252CNULL%2520--,1
POST,/blog?q=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: dWBw9iD1URpG",,0
POST,/blog?id=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: 5ABpTPnGyVpH",,0
PUT,/blog?search=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: hab6umHUzuYR",,0
PUT,/checkout?id=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: EwZVVangudOj",,0
POST,/blog?q=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: 0Khrbhb0b9zd",,0
POST,/docs?q=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: L6KzdzqUm67y",,0
POST,/images?q=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: 3XCV4cm3rL83",,0
PUT,/docs?search=' OR 1=1 --,"User-Agent: Mozilla/5.0
X-Request-ID: 0lXjtvR7KohD",,1
PUT,/api/user?q=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: e7tVbBi1horb",,0
GET,/product?q=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: QWjZVZcozOzu",,0
PUT,/search,"User-Agent: Mozilla/5.0
X-Request-ID: 2OwUDZB791kT",lang=../../etc/passwd,1
POST,/login?id=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: UmgvVbYdsirk",,0
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: 89qqwnv3dkAX",ref=%253Cscript%253Ealert%25281%2529%253C/script%253E,1
GET,/images?lang=%2527%253B%2520DROP%2520TABLE%2520users%253B%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: Rh2iYmk9KJfm",,1
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: 8Vi8hOgWYZSl",lang=../../etc/passwd,1
PUT,/blog?file='; DROP TABLE users; --,"User-Agent: Mozilla/5.0
X-Request-ID: 0biaVWX30Gsh",,1
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: uJyDVmGVqmW8",lang=<svg/onload=alert(1)>,1
GET,/search,"User-Agent: Mozilla/5.0
X-Request-ID: H1tDXByJGXfi",lang=%27%20AND%20SLEEP%285%29--,1
POST,/product?search=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: YBUT1OKWX3Rm",,0
POST,/docs?username=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: XX3Lk8uSRLSR",,0
PUT,/checkout?q=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: 6LPZzHAli6qK",,0
PUT,/blog?lang=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: CxCcud99n9yY",,0
GET,/search?query=%27%20OR%201%3D1%20--,"User-Agent: Mozilla/5.0
X-Request-ID: 31pgWphyhN3x",,1
PUT,/product?ref=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: RQUzJvHd9CUO",,0
GET,/images?query=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: Xqc9S2iUc03d",,0
POST,/product,"User-Agent: Mozilla/5.0
X-Request-ID: 6vulcFjbQRWg",id='; DROP TABLE users; --,1
GET,/checkout?q=%7C%20whoami,"User-Agent: Mozilla/5.0
X-Request-ID: WOxwQNu4VQmF",,1
GET,/docs?id=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: 03UyQXBLVQkG",,0
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: q4VwGd6a5tiB",id=/etc/shadow,1
POST,/images?lang=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: yFyijmgztdlB",,0
POST,/login?username=%2524%2528whoami%2529,"User-Agent: Mozilla/5.0
X-Request-ID: EnVtdK0aI5HH",,1
PUT,/search,"User-Agent: Mozilla/5.0
X-Request-ID: c85uFTTlCJhO","search=alert(String.fromCharCode(88,83,83))",1
POST,/product?file=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: 3MuoFrP0vE9n",,1
GET,/product?id=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: vXVayGtGoFAP",,0
GET,/images,"User-Agent: Mozilla/5.0
X-Request-ID: 0zLlHQTWXq8U",ref=' OR 1=1 --,1
GET,/api/user?ref=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: IZe8GhWmtkr2",,0
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: aTwQ9CelZ8Eh",lang=$(whoami),1
GET,/api/user?q=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: 5miyIrDcld5t",,0
GET,/search?search=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/5.0
X-Request-ID: Quje6QIxfZhN",,1
GET,/docs?lang=%253Cimg%2520src%253Dx%2520onerror%253Dalert%25281%2529%253E,"User-Agent: Mozilla/5.0
X-Request-ID: hAR90BMAwzom",,1
POST,/product?username=' AND SLEEP(5)--,"User-Agent: Mozilla/5.0
X-Request-ID: lVBYNtnYZAzp",,1
GET,/checkout?username='; DROP TABLE users; --,"User-Agent: Mozilla/5.0
X-Request-ID: 8CLBTZvD85cD",,1
POST,/login?q=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: Dg4rDrCkulgQ",,0
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: H6vciU5muwZN",page=../../etc/passwd,1
GET,/search?page=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: ksDEaBq9uNjK",,0
GET,/api/user?page=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: wjHBQ0nNyM1B",,0
POST,/docs?query=%2527%2520UNION%2520SELECT%2520NULL%252CNULL%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: LYcmefmBLCRU",,1
GET,/blog?page=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: 95huvzZBKv7A",,0
GET,/docs?file=%3Cscript%3Ealert%281%29%3C/script%3E,"User-Agent: Mozilla/5.0
X-Request-ID: OhyuY3nHqNjP",,1
GET,/checkout?search=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: gsBGmaHfYF69",,0
PUT,/search?query=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: Qk9fQ66ZqMfD",,0
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: hGDF4O0i8qcO",search=%27%20OR%201%3D1%20--,1
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: aitPo8oKezu9",search=1%2520OR%2520TRUE,1
