method,url,headers,body,label
PUT,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: nmglFgeM",file=/etc/shadow,1
PUT,/product?q=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/4.0
X-Request-ID: uTLkOQqP",,1
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: LkkXRXAo",search=%22%20onmouseover%3Dalert%281%29%20%22,1
POST,/login?q=../../../../windows/win.ini,"User-Agent: Mozilla/6.0
X-Request-ID: djToBTTL",,1
PUT,/login?search=true,"User-Agent: Mozilla/6.0
X-Request-ID: jreqbLbV",,0
POST,/search,"User-Agent: Mozilla/4.0
X-Request-ID: HRkqNTfE",lang=%27%20OR%20%27a%27%3D%27a,1
POST,/checkout?page=john,"User-Agent: Mozilla/6.0
X-Request-ID: nUpDuAtt",,0
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: DxKAbNXS",file=%27%20OR%201%3D1%20--,1
POST,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: yoQQeEis",search=%7C%20whoami,1
POST,/blog?page=category1,"User-Agent: Mozilla/6.0
X-Request-ID: QoVrqOxN",,0
GET,/login?username=123,"User-Agent: Mozilla/6.0
X-Request-ID: aovLEXRe",,0
GET,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: tGRasAEP",id=%22%20onmouseover%3Dalert%281%29%20%22,1
POST,/login?file=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: YDzlmSnH",,0
PUT,/product?username=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: AHTSdiJy",,0
PUT,/blog?q=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: DInBrQPS",,0
PUT,/search?page=true,"User-Agent: Mozilla/5.0
X-Request-ID: JfzoDUmv",,0
GET,/product?id=%3Csvg/onload%3Dalert%281%29%3E,"User-Agent: Mozilla/4.0
X-Request-ID: eSZIGdFl",,1
GET,/product?page=<script>alert(1)</script>,"User-Agent: Mozilla/6.0
X-Request-ID: LtBubBGz",,1
POST,/search?username=item45,"User-Agent: Mozilla/6.0
X-Request-ID: UpLbdMiI",,0
PUT,/checkout?search=123,"User-Agent: Mozilla/5.0
X-Request-ID: OZvVfRsd",,0
POST,/login,"User-Agent: Mozilla/6.0
X-Request-ID: DRQujRIq",file=%27%20UNION%20SELECT%20NULL%2CNULL%20--,1
PUT,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: BIuvJPnb",id=%3Csvg/onload%3Dalert%281%29%3E,1
POST,/checkout?file=john,"User-Agent: Mozilla/5.0
X-Request-ID: LYBnuysG",,0
POST,/search,"User-Agent: Mozilla/6.0
X-Request-ID: sLMsNlBI",id=<img src=x onerror=alert(1)>,1
GET,/api/user?q=true,"User-Agent: Mozilla/4.0
X-Request-ID: ZjvNeULl",,0
PUT,/checkout?q=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/4.0
X-Request-ID: TAHXSDZA",,1
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: mOEUYOQf","username="" onmouseover=alert(1) """,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: CfQVXody",file=../../../../windows/win.ini,1
POST,/api/user?q=; ls -la,"User-Agent: Mozilla/5.0
X-Request-ID: geqvaxui",,1
GET,/api/user?file=true,"User-Agent: Mozilla/5.0
X-Request-ID: vsnwYHfg",,0
POST,/checkout?lang=<svg/onload=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: qdsGHHze",,1
GET,/product?page=<script>alert(1)</script>,"User-Agent: Mozilla/6.0
X-Request-ID: tIUwvxmT",,1
POST,/search?id=category1,"User-Agent: Mozilla/6.0
X-Request-ID: ZShZgYrL",,0
POST,/checkout?page=category1,"User-Agent: Mozilla/5.0
X-Request-ID: iJmgyoRT",,0
PUT,/login?file=<img src=x onerror=alert(1)>,"User-Agent: Mozilla/6.0
X-Request-ID: aLzMrJUY",,1
GET,/blog?search=123,"User-Agent: Mozilla/5.0
X-Request-ID: lpsWTaaM",,0
GET,/checkout,"User-Agent: Mozilla/6.0
X-Request-ID: GscFLkxI",id=../../etc/passwd,1
POST,/search?id=' OR 'a'='a,"User-Agent: Mozilla/6.0
X-Request-ID: cafZdVYU",,1
PUT,/login?search=english,"User-Agent: Mozilla/4.0
X-Request-ID: vEVgldwL",,0
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: VYCnnssM",q=' OR 1=1 --,1
GET,/search?lang=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: bWnmmVtf",,0
POST,/blog?file=category1,"User-Agent: Mozilla/6.0
X-Request-ID: HAjFQZdc",,0
POST,/checkout?q=../../../../windows/win.ini,"User-Agent: Mozilla/6.0
X-Request-ID: NtWsltUh",,1
PUT,/login?username=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/6.0
X-Request-ID: hKpcEraO",,1
GET,/product?page=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: hXsSboRn",,0
PUT,/blog,"User-Agent: Mozilla/6.0
X-Request-ID: sgUqlIzP",page=%3B%20ls%20-la,1
POST,/search,"User-Agent: Mozilla/6.0
X-Request-ID: OqOiylMC",page=../../etc/passwd,1
PUT,/login?lang=true,"User-Agent: Mozilla/5.0
X-Request-ID: xJBFKUSk",,0
GET,/checkout?search=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: MVeybumU",,0
GET,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: kqmrXKKC",page=| whoami,1
GET,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: gJWUKmMT",file=%27%20OR%20%27a%27%3D%27a,1
POST,/api/user?file=english,"User-Agent: Mozilla/5.0
X-Request-ID: YXxrBawN",,0
PUT,/search?id='; DROP TABLE users; --,"User-Agent: Mozilla/6.0
X-Request-ID: rqToUbtn",,1
POST,/search?search=item45,"User-Agent: Mozilla/6.0
X-Request-ID: KvXirqgx",,0
GET,/product?q=' AND SLEEP(5)--,"User-Agent: Mozilla/4.0
X-Request-ID: WWefaTjr",,1
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: JNHLcqJz",lang=%27%20UNION%20SELECT%20NULL%2CNULL%20--,1
GET,/checkout?page=true,"User-Agent: Mozilla/5.0
X-Request-ID: FOEMMUdQ",,0
GET,/search?search=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: pHMoCbhW",,0
PUT,/blog?username=item45,"User-Agent: Mozilla/4.0
X-Request-ID: UnrVNhuV",,0
POST,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: NjzXBUIz",search='; DROP TABLE users; --,1
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: LGkeWOUq",search=' OR 'a'='a,1
POST,/login?file=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/4.0
X-Request-ID: RqGFiOhl",,1
GET,/blog?search=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: IHtkNCkD",,0
PUT,/blog?id=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: BpOjVabX",,0
GET,/product?id=john,"User-Agent: Mozilla/4.0
X-Request-ID: JpQNcFfZ",,0
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: SgXCAapv",file=../../../../windows/win.ini,1
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: ZRVVyFEb",username=%27%20UNION%20SELECT%20NULL%2CNULL%20--,1
POST,/api/user?page=../../../../windows/win.ini,"User-Agent: Mozilla/5.0
X-Request-ID: QJJmoiBd",,1
POST,/api/user?search=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: QmufQvhX",,0
POST,/api/user?q=/etc/shadow,"User-Agent: Mozilla/4.0
X-Request-ID: DhoOOLdF",,1
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: vrcadfhz",id=| whoami,1
POST,/blog?q=123,"User-Agent: Mozilla/4.0
X-Request-ID: LjMIDFWA",,0
POST,/login,"User-Agent: Mozilla/6.0
X-Request-ID: ItPVuOiE",q=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
PUT,/api/user?username=| whoami,"User-Agent: Mozilla/4.0
X-Request-ID: eQwIzque",,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: dbAVUfIL",search=%27%3B%20DROP%20TABLE%20users%3B%20--,1
PUT,/blog?q=false,"User-Agent: Mozilla/6.0
X-Request-ID: UkMUlYJs",,0
GET,/search?page=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/4.0
X-Request-ID: UPvEhAKd",,1
GET,/api/user?id=category1,"User-Agent: Mozilla/4.0
X-Request-ID: UrXHZZtP",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: JfLtCQHb",page=%3B%20ls%20-la,1
GET,/checkout?search=`id`,"User-Agent: Mozilla/6.0
X-Request-ID: fDpkgNGN",,1
PUT,/login?id=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/4.0
X-Request-ID: pfqpBAsw",,1
GET,/product?lang=/etc/shadow,"User-Agent: Mozilla/6.0
X-Request-ID: XTAEyHTf",,1
POST,/search?lang=true,"User-Agent: Mozilla/5.0
X-Request-ID: QeNDShke",,0
GET,/login?file=english,"User-Agent: Mozilla/6.0
X-Request-ID: dDmSfAbu",,0
GET,/search?username=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: NftUgKuG",,0
PUT,/search?lang=`id`,"User-Agent: Mozilla/5.0
X-Request-ID: yGHhxFSI",,1
GET,/search,"User-Agent: Mozilla/5.0
X-Request-ID: ciBtKbLN",username=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
PUT,/checkout?username=category1,"User-Agent: Mozilla/5.0
X-Request-ID: dXiygMck",,0
PUT,/blog?id=true,"User-Agent: Mozilla/4.0
X-Request-ID: rTyLMolL",,0
GET,/blog?search=category1,"User-Agent: Mozilla/5.0
X-Request-ID: LzHWmUna",,0
POST,/login,"User-Agent: Mozilla/6.0
X-Request-ID: kdaimXtO",lang=/etc/shadow,1
POST,/checkout?page=category1,"User-Agent: Mozilla/4.0
X-Request-ID: ModmTILB",,0
POST,/product?id=false,"User-Agent: Mozilla/6.0
X-Request-ID: NwvMsixI",,0
PUT,/api/user?lang=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/4.0
X-Request-ID: coWeLdQd",,1
POST,/product?q=true,"User-Agent: Mozilla/5.0
X-Request-ID: YEKgUdyy",,0
POST,/api/user?lang='; DROP TABLE users; --,"User-Agent: Mozilla/6.0
X-Request-ID: jOUnteaY",,1
POST,/checkout?search=false,"User-Agent: Mozilla/5.0
X-Request-ID: kmnccpMz",,0
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: FrhydHNG",username=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
GET,/product?username=false,"User-Agent: Mozilla/4.0
X-Request-ID: dEmOwGli",,0
PUT,"/blog?lang="" onmouseover=alert(1) ""","User-Agent: Mozilla/4.0
X-Request-ID: XLjeuAtL",,1
GET,/checkout?file=../../etc/passwd,"User-Agent: Mozilla/6.0
X-Request-ID: uylWMTSm",,1
PUT,/product?file=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: DRwjowOP",,0
GET,/blog?page=john,"User-Agent: Mozilla/4.0
X-Request-ID: joJDchdY",,0
POST,/api/user?lang=john,"User-Agent: Mozilla/5.0
X-Request-ID: lmwSAlQH",,0
POST,/checkout?id=john,"User-Agent: Mozilla/6.0
X-Request-ID: rTFNNNII",,0
POST,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: HAOeMzYA",search=%3Cscript%3Ealert%281%29%3C/script%3E,1
GET,/product,"User-Agent: Mozilla/4.0
X-Request-ID: MmEyzPhr",lang=%27%20OR%201%3D1%20--,1
PUT,/checkout?id=true,"User-Agent: Mozilla/6.0
X-Request-ID: ZfGxszfz",,0
GET,/product,"User-Agent: Mozilla/6.0
X-Request-ID: ptBFGviS","file="" onmouseover=alert(1) """,1
POST,/product?username=true,"User-Agent: Mozilla/4.0
X-Request-ID: wRaRNBFt",,0
PUT,/search,"User-Agent: Mozilla/6.0
X-Request-ID: WGEuZSdI",lang=<svg/onload=alert(1)>,1
POST,/search?lang=item45,"User-Agent: Mozilla/5.0
X-Request-ID: joaehguG",,0
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: djAolXLU",q=%3Cscript%3Ealert%281%29%3C/script%3E,1
POST,/product?lang=english,"User-Agent: Mozilla/4.0
X-Request-ID: gSCtfICU",,0
POST,/search,"User-Agent: Mozilla/4.0
X-Request-ID: CnpySKOu","q=' UNION SELECT NULL,NULL --",1
PUT,/search?lang=john,"User-Agent: Mozilla/4.0
X-Request-ID: UVLiaiYG",,0
PUT,/api/user,"User-Agent: Mozilla/4.0
X-Request-ID: CrjCwrSJ","q="" onmouseover=alert(1) """,1
GET,/login?username=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: quNPsprM",,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: sttYZTgB",file=../../../../windows/win.ini,1
PUT,/api/user?file=%3B%20ls%20-la,"User-Agent: Mozilla/5.0
X-Request-ID: ODrjgPfZ",,1
POST,/search?file=john,"User-Agent: Mozilla/6.0
X-Request-ID: qSQNUMxZ",,0
POST,/search,"User-Agent: Mozilla/4.0
X-Request-ID: dxUQuLFf",username=../../../../windows/win.ini,1
POST,/search?search=%27%20OR%20%27a%27%3D%27a,"User-Agent: Mozilla/5.0
X-Request-ID: kGwzcRFK",,1
POST,/product?q=true,"User-Agent: Mozilla/5.0
X-Request-ID: qSobAWTG",,0
PUT,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: akvshGDY",username=<script>alert(1)</script>,1
PUT,/blog,"User-Agent: Mozilla/6.0
X-Request-ID: lIBlBeDe",lang=`id`,1
GET,/blog?username=category1,"User-Agent: Mozilla/6.0
X-Request-ID: GnEgOFCM",,0
PUT,/api/user?q=john,"User-Agent: Mozilla/6.0
X-Request-ID: arxZHkaC",,0
PUT,/search?file=category1,"User-Agent: Mozilla/6.0
X-Request-ID: NbOAgFbn",,0
GET,/api/user?search=123,"User-Agent: Mozilla/6.0
X-Request-ID: UqOWMejN",,0
POST,/checkout?lang=laptop,"User-Agent: Mozilla/5.0
X-Request-ID: juNeToWu",,0
PUT,/blog?page=category1,"User-Agent: Mozilla/5.0
X-Request-ID: saZVQcds",,0
PUT,/checkout?username=%27%20OR%20%27a%27%3D%27a,"User-Agent: Mozilla/4.0
X-Request-ID: YycPvCem",,1
GET,/checkout?page=<svg/onload=alert(1)>,"User-Agent: Mozilla/4.0
X-Request-ID: cEYGDDtR",,1
GET,/product,"User-Agent: Mozilla/6.0
X-Request-ID: vPoIHJrF",q=../../../../windows/win.ini,1
POST,/search?lang=category1,"User-Agent: Mozilla/6.0
X-Request-ID: PWaVvTuu",,0
PUT,/blog?username=item45,"User-Agent: Mozilla/4.0
X-Request-ID: tQdGpRuT",,0
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: mHBphKLE",page=../../etc/passwd,1
GET,/blog?q=english,"User-Agent: Mozilla/6.0
X-Request-ID: WAOoQTtn",,0
GET,/product?search=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: dynqJHah",,0
POST,/search?username=%27%20UNION%20SELECT%20NULL%2CNULL%20--,"User-Agent: Mozilla/4.0
X-Request-ID: CklRMePp",,1
POST,/login?search=laptop,"User-Agent: Mozilla/5.0
X-Request-ID: qmbfVHJU",,0
GET,/login?lang=../../etc/passwd,"User-Agent: Mozilla/6.0
X-Request-ID: lbzAzxEr",,1
PUT,/checkout?search=%60id%60,"User-Agent: Mozilla/5.0
X-Request-ID: GFdwKerX",,1
PUT,/product?username=john,"User-Agent: Mozilla/4.0
X-Request-ID: IkLxcjYM",,0
PUT,/checkout?page=123,"User-Agent: Mozilla/6.0
X-Request-ID: kLFfGsFD",,0
GET,/api/user?search=123,"User-Agent: Mozilla/4.0
X-Request-ID: aCIfVYtE",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: mgfkiWNC",lang=%3B%20ls%20-la,1
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: RWaidpix",file=%27%3B%20DROP%20TABLE%20users%3B%20--,1
GET,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: yoOhvifO",page=%26%26%20cat%20/etc/passwd,1
POST,"/api/user?file=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/4.0
X-Request-ID: bwKzneKs",,1
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: QcTsCKzG",lang=`id`,1
PUT,/checkout,"User-Agent: Mozilla/6.0
X-Request-ID: xaKwmShN",file=%22%20onmouseover%3Dalert%281%29%20%22,1
POST,/login?username=123,"User-Agent: Mozilla/4.0
X-Request-ID: dqxItYNz",,0
POST,/api/user?lang=<script>alert(1)</script>,"User-Agent: Mozilla/6.0
X-Request-ID: RJLyfqtG",,1
PUT,/search,"User-Agent: Mozilla/5.0
X-Request-ID: pQISdvtX","id=' UNION SELECT NULL,NULL --",1
GET,/checkout?page=false,"User-Agent: Mozilla/6.0
X-Request-ID: LhrGsOsO",,0
PUT,/login,"User-Agent: Mozilla/6.0
X-Request-ID: IiCoNteT",search=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
POST,/api/user?lang=true,"User-Agent: Mozilla/5.0
X-Request-ID: aMvCQxpG",,0
GET,/checkout?page=' AND SLEEP(5)--,"User-Agent: Mozilla/4.0
X-Request-ID: OAneGIVS",,1
POST,/checkout?q=item45,"User-Agent: Mozilla/5.0
X-Request-ID: deKCkbOe",,0
GET,/login?search=true,"User-Agent: Mozilla/5.0
X-Request-ID: ueeqleyE",,0
POST,/api/user?username=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: aRrGMSSm",,0
POST,/login?lang=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: sfoDGiPI",,0
POST,/blog?file=category1,"User-Agent: Mozilla/5.0
X-Request-ID: SesItGIN",,0
GET,/product?lang=false,"User-Agent: Mozilla/5.0
X-Request-ID: RpyDXosd",,0
PUT,/product,"User-Agent: Mozilla/4.0
X-Request-ID: ULuSuLdM","file=' UNION SELECT NULL,NULL --",1
GET,/product,"User-Agent: Mozilla/4.0
X-Request-ID: fEYnAivn",file=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
GET,/login?username=%3B%20ls%20-la,"User-Agent: Mozilla/5.0
X-Request-ID: llLhSuuG",,1
PUT,/api/user?id='; DROP TABLE users; --,"User-Agent: Mozilla/6.0
X-Request-ID: quNdoUuT",,1
PUT,/product,"User-Agent: Mozilla/6.0
X-Request-ID: BJCrELAj",q=| whoami,1
GET,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: OHNjFGXT",username=%7C%20whoami,1
GET,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: CbHbMXyW",search=../../etc/passwd,1
GET,/login?username=john,"User-Agent: Mozilla/5.0
X-Request-ID: BuFSoFnD",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: uZleoEfX",search=<svg/onload=alert(1)>,1
GET,/blog?file=123,"User-Agent: Mozilla/5.0
X-Request-ID: WtwqlRbY",,0
GET,/search?username=%27%20UNION%20SELECT%20NULL%2CNULL%20--,"User-Agent: Mozilla/6.0
X-Request-ID: VfBXvGbQ",,1
GET,/blog?lang=../../etc/passwd,"User-Agent: Mozilla/6.0
X-Request-ID: VKFTWjxx",,1
POST,/product?page=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: jVSVuUIi",,0
GET,/search?lang=; ls -la,"User-Agent: Mozilla/6.0
X-Request-ID: RaVbLgKi",,1
PUT,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: fzxDIlCV",username=; ls -la,1
POST,/search?q=123,"User-Agent: Mozilla/5.0
X-Request-ID: XvLbGahj",,0
PUT,/blog?lang=../../../../windows/win.ini,"User-Agent: Mozilla/5.0
X-Request-ID: GoprthLA",,1
PUT,/login,"User-Agent: Mozilla/4.0
X-Request-ID: BAjjPJIb",username=%7C%20whoami,1
POST,/product,"User-Agent: Mozilla/6.0
X-Request-ID: ExjAHLir",id='; DROP TABLE users; --,1
POST,/search?lang=category1,"User-Agent: Mozilla/5.0
X-Request-ID: UiUvygjE",,0
GET,/checkout?page=123,"User-Agent: Mozilla/5.0
X-Request-ID: bQPOhNVf",,0
POST,/product?search=false,"User-Agent: Mozilla/5.0
X-Request-ID: OowJrLzz",,0
PUT,/checkout?lang=john,"User-Agent: Mozilla/4.0
X-Request-ID: ImTUwOJU",,0
PUT,/search?id=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/4.0
X-Request-ID: ktGsHpHV",,1
POST,/login,"User-Agent: Mozilla/4.0
X-Request-ID: AhKJqgVe",username=../../../../windows/win.ini,1
PUT,/blog?search=123,"User-Agent: Mozilla/6.0
X-Request-ID: WxjFREfA",,0
POST,/login?page=false,"User-Agent: Mozilla/5.0
X-Request-ID: BUtZmWzQ",,0
POST,/search?page=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: PxsUlEQP",,1
PUT,/search?lang=english,"User-Agent: Mozilla/5.0
X-Request-ID: JaeAomSH",,0
POST,/api/user?q=false,"User-Agent: Mozilla/6.0
X-Request-ID: HAjAJCti",,0
PUT,/product?search=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/4.0
X-Request-ID: WvVJPFWL",,1
PUT,/product?lang=true,"User-Agent: Mozilla/5.0
X-Request-ID: YJljAJLw",,0
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: iiVReSWJ",username=' OR 1=1 --,1
GET,/checkout?file=john,"User-Agent: Mozilla/5.0
X-Request-ID: SVhMVvOG",,0
POST,/blog?username=category1,"User-Agent: Mozilla/6.0
X-Request-ID: KFkKtrmA",,0
POST,/login,"User-Agent: Mozilla/6.0
X-Request-ID: vhbCDKIs",id=<img src=x onerror=alert(1)>,1
PUT,/checkout?page=123,"User-Agent: Mozilla/6.0
X-Request-ID: TasWKVZF",,0
POST,/login?page=../../../../windows/win.ini,"User-Agent: Mozilla/5.0
X-Request-ID: zTIqckjV",,1
GET,/blog?q=item45,"User-Agent: Mozilla/5.0
X-Request-ID: ubpgxQmq",,0
POST,/api/user?search=laptop,"User-Agent: Mozilla/5.0
X-Request-ID: CzkgMDkK",,0
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: JkBWoxUx",search=%7C%20whoami,1
PUT,/login,"User-Agent: Mozilla/4.0
X-Request-ID: hZopdYDO",id=%26%26%20cat%20/etc/passwd,1
POST,/api/user?page=item45,"User-Agent: Mozilla/5.0
X-Request-ID: yKoAEDAo",,0
GET,/checkout?q=true,"User-Agent: Mozilla/6.0
X-Request-ID: KZzBgdpN",,0
PUT,/api/user,"User-Agent: Mozilla/4.0
X-Request-ID: vrECXkiT",page=../../../../windows/win.ini,1
PUT,/login?file=item45,"User-Agent: Mozilla/5.0
X-Request-ID: wqUzCCfE",,0
GET,/api/user?page=item45,"User-Agent: Mozilla/4.0
X-Request-ID: JhbQDMmg",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: JbRuBhYd",search='; DROP TABLE users; --,1
PUT,"/product?lang=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/6.0
X-Request-ID: VcbybKoV",,1
POST,/api/user?username=false,"User-Agent: Mozilla/6.0
X-Request-ID: aAWMOyhU",,0
POST,/login,"User-Agent: Mozilla/6.0
X-Request-ID: SspWIKPM",username=%27%3B%20DROP%20TABLE%20users%3B%20--,1
GET,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: xSLvgzav",id=%3B%20ls%20-la,1
GET,/login?page=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: DoOUYZnX",,0
PUT,/search?file=english,"User-Agent: Mozilla/6.0
X-Request-ID: caPLUAqZ",,0
POST,/blog?id=john,"User-Agent: Mozilla/4.0
X-Request-ID: fzpCEzcP",,0
POST,/checkout?search=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: CaYmcUXx",,0
POST,/checkout?search=item45,"User-Agent: Mozilla/5.0
X-Request-ID: KRFatfmc",,0
PUT,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: ukEoweCN",q=%26%26%20cat%20/etc/passwd,1
GET,/checkout?file=%27%20UNION%20SELECT%20NULL%2CNULL%20--,"User-Agent: Mozilla/4.0
X-Request-ID: EDYtjXxP",,1
GET,/login?id=123,"User-Agent: Mozilla/4.0
X-Request-ID: JEQhHckX",,0
GET,/blog?search=123,"User-Agent: Mozilla/4.0
X-Request-ID: lSsjtIRx",,0
GET,/blog?search=123,"User-Agent: Mozilla/6.0
X-Request-ID: PQbXBbsZ",,0
PUT,/checkout?q=laptop,"User-Agent: Mozilla/5.0
X-Request-ID: lQPfDdrF",,0
PUT,/blog?search=../../etc/passwd,"User-Agent: Mozilla/4.0
X-Request-ID: jPpBOWpJ",,1
POST,/api/user?lang=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: MyblZZQh",,0
GET,/api/user?id=true,"User-Agent: Mozilla/6.0
X-Request-ID: qcRONoJy",,0
PUT,/login?search=/etc/shadow,"User-Agent: Mozilla/4.0
X-Request-ID: ePlCxgiC",,1
GET,/search?search=%3Cscript%3Ealert%281%29%3C/script%3E,"User-Agent: Mozilla/4.0
X-Request-ID: okuoFZRC",,1
GET,/checkout?file=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/6.0
X-Request-ID: PmSMmobP",,1
POST,/login?username=%27%20OR%201%3D1%20--,"User-Agent: Mozilla/4.0
X-Request-ID: mrKoLdvh",,1
GET,/product?file=john,"User-Agent: Mozilla/5.0
X-Request-ID: vmCOoYQv",,0
GET,/blog?page=item45,"User-Agent: Mozilla/4.0
X-Request-ID: NqLrUmNi",,0
GET,/search?q=english,"User-Agent: Mozilla/4.0
X-Request-ID: PUqyQkow",,0
POST,/blog?lang=john,"User-Agent: Mozilla/4.0
X-Request-ID: OTstQVVy",,0
PUT,/api/user?search=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: iJREqUOx",,0
PUT,/checkout?page=/etc/shadow,"User-Agent: Mozilla/4.0
X-Request-ID: cMPRZViX",,1
PUT,/search?id=true,"User-Agent: Mozilla/4.0
X-Request-ID: sqWYgVsZ",,0
POST,/checkout?q=john,"User-Agent: Mozilla/4.0
X-Request-ID: iqPFvcgv",,0
POST,/product?q=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/6.0
X-Request-ID: wpTTmeGq",,1
POST,/login,"User-Agent: Mozilla/6.0
X-Request-ID: pafOpfKj",page=%3Cscript%3Ealert%281%29%3C/script%3E,1
GET,/blog?username=true,"User-Agent: Mozilla/6.0
X-Request-ID: mcjrNtPf",,0
POST,/product?username=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: mRZKmtnm",,1
GET,/product?username=english,"User-Agent: Mozilla/6.0
X-Request-ID: iakoLjTZ",,0
GET,/product?id=item45,"User-Agent: Mozilla/6.0
X-Request-ID: mddBBIjA",,0
PUT,/blog?username=true,"User-Agent: Mozilla/5.0
X-Request-ID: csvqVJhv",,0
PUT,/product,"User-Agent: Mozilla/4.0
X-Request-ID: nJilQotW",file=%7C%20whoami,1
PUT,/login?page=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: ArDJAAIW",,0
POST,/api/user?page=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/5.0
X-Request-ID: bRbYHDCl",,1
